,stuid,fname,lname,address,city,state,hphone,dob,ssn,grade,schoolassignment,deviceassignment
313333,313333,Pamela,Perry,86079 Nancy Corners Knoll,West Garyton,MD,+12025550105,2002-12-02,236-62-3256,12,94,9999c1
313334,313334,Jill,Smith,53808 Cox Manors Place,West Garyton,MD,+12025550187,2003-08-25,069-16-5417,11,56,886f27
313335,313335,Samuel,Cline,5070 Brian View Camp,West Garyton,MD,+12025550105,2010-07-19,317-78-2503,4,10,775c3e
313336,313336,Miguel,Owens,9307 Jones Drive Ports,West Garyton,MD,+12025550105,2004-02-04,144-70-7610,11,73,bc3df8
313337,313337,Katherine,Gomez,7589 Brandt Ville Street,West Garyton,MD,+12025550105,2003-10-14,505-19-4273,11,97,4f981f
313338,313338,John,Anderson,2316 Jordan Gateway Extension,West Garyton,MD,+12025550137,2006-12-09,032-88-4836,8,15,84a0b9
313339,313339,Debbie,Olsen,059 Tristan Brook Highway,West Garyton,MD,+12025550137,2004-01-23,225-79-7488,11,78,31f5b3
313340,313340,Kimberly,Martinez,0335 Tina Drive Village,West Garyton,MD,+12025550191,2008-07-31,053-11-4089,6,7,558e65
313341,313341,Jordan,Gomez,782 Garza Causeway Ways,West Garyton,MD,+12025550188,2011-09-21,255-43-3799,3,11,bdf17c
313342,313342,Destiny,Nguyen,928 Tyler Throughway Field,West Garyton,MD,+12025550124,2009-08-13,270-12-5731,5,12,29d263
313343,313343,Caroline,Monroe,052 Thomas Ridge Mission,West Garyton,MD,+12025550124,2006-10-06,223-84-7540,8,1,fa8f3e
313344,313344,Calvin,Phelps,8130 Maria Island Well,West Garyton,MD,+12025550105,2009-02-14,597-18-7433,6,7,80f96c
313345,313345,Keith,Perez,14983 Richardson Curve Court,West Garyton,MD,+12025550105,2007-03-03,080-35-4770,8,2,32a7cc
313346,313346,Taylor,Hunt,43545 Burton Prairie Meadow,West Garyton,MD,+12025550187,2013-04-07,170-59-1913,2,9,c594b6
313347,313347,Lauren,Rubio,5764 Sloan Lock Circles,West Garyton,MD,+12025550188,2006-06-04,670-32-5215,8,9,a0c085
313348,313348,Daniel,Edwards,63994 Perez Bridge Parkways,West Garyton,MD,+12025550188,2011-02-13,615-12-1076,4,15,4a9e82
313349,313349,Katie,Smith,6593 Steven Dam Wells,West Garyton,MD,+12025550124,2003-05-20,695-31-3067,11,94,f402be
313350,313350,Jennifer,Robinson,32761 Rodriguez Viaduct Ferry,West Garyton,MD,+12025550137,2004-04-15,206-33-3868,11,99,d688c3
313351,313351,Barbara,Myers,528 Miguel Pine Pike,West Garyton,MD,+12025550105,2011-02-03,341-95-1985,4,0,03e069
313352,313352,Matthew,Torres,946 Gonzalez Via Mews,West Garyton,MD,+12025550188,2008-02-12,527-70-1553,7,0,dd047b
313353,313353,Tammy,Arias,9784 Brian Creek Junctions,West Garyton,MD,+12025550137,2005-07-04,520-63-3429,9,49,392ff9
313354,313354,Judy,Hernandez,0052 Hamilton Viaduct Ville,West Garyton,MD,+12025550124,2009-07-30,574-39-8453,5,8,894440
313355,313355,Tiffany,Harrell,10907 Powers Plain Mills,West Garyton,MD,+12025550137,2004-10-04,653-81-2803,10,111,826a12
313356,313356,Gabrielle,Martinez,42395 Edward Shore Mews,West Garyton,MD,+12025550137,2013-07-12,718-17-4717,1,2,0e248c
313357,313357,Donald,Garza,2991 Perez Expressway Greens,West Garyton,MD,+12025550188,2012-10-19,769-01-2435,2,8,e03a08
313358,313358,Jennifer,Neal,4286 Laurie Stream Drive,West Garyton,MD,+12025550105,2011-02-25,708-75-6933,4,4,39b21c
313359,313359,Carol,Gonzalez,58744 Thompson Glen Course,West Garyton,MD,+12025550187,2005-09-12,034-53-8483,9,106,39da9f
313360,313360,Donna,Villanueva,6196 Andrea Road Rapid,West Garyton,MD,+12025550187,2006-03-25,339-73-3521,9,87,8441a5
313361,313361,Paul,Murray,7509 Wong Mission Corner,West Garyton,MD,+12025550124,2006-09-08,866-96-9514,8,8,a84927
313362,313362,Gabrielle,Miranda,358 Morris Fort Mount,West Garyton,MD,+12025550188,2012-07-18,599-30-7696,2,2,668e56
313363,313363,Greg,Murphy,2082 Natasha Field Centers,West Garyton,MD,+12025550137,2005-02-20,813-38-5280,10,83,a5cdad
313364,313364,Melissa,Williams,642 Adam Villages Isle,West Garyton,MD,+12025550191,2008-08-21,174-54-3049,6,15,36a91c
313365,313365,Shannon,Evans,3817 Michael Mount Manors,West Garyton,MD,+12025550137,2004-06-28,887-91-6754,10,100,3be2a5
313366,313366,Christopher,Anderson,52172 Smith Lane Expressway,West Garyton,MD,+12025550124,2013-07-16,441-67-9960,1,15,04cca7
313367,313367,Chelsea,Soto,297 James Mills Meadows,West Garyton,MD,+12025550137,2005-11-27,067-99-5257,9,67,930eb6
313368,313368,Brian,Foster,757 Joanna Gardens Rapids,West Garyton,MD,+12025550105,2002-12-22,050-39-4952,12,98,541553
313369,313369,Jason,Todd,144 Ferguson Brooks Meadows,West Garyton,MD,+12025550137,2005-08-30,590-46-0136,9,69,dc59cb
313370,313370,Anthony,Freeman,97118 Nash Canyon Drive,West Garyton,MD,+12025550188,2014-04-06,775-81-4001,1,5,05d494
313371,313371,Susan,Kim,504 Erin Knoll Key,West Garyton,MD,+12025550105,2012-07-10,870-25-7460,2,9,6ad6b0
313372,313372,James,Mitchell,1613 Clark Courts Roads,West Garyton,MD,+12025550124,2008-05-07,168-44-2902,6,10,2e270d
313373,313373,Michael,Bailey,805 Jennifer Shoal Trace,West Garyton,MD,+12025550188,2002-12-02,641-50-3110,12,63,7118bb
313374,313374,Kristie,Cohen,36344 Gibson Valleys Land,West Garyton,MD,+12025550124,2012-04-03,125-39-6413,3,4,e7a3ed
313375,313375,Jonathan,Hicks,1369 Kenneth Mills Course,West Garyton,MD,+12025550191,2009-07-18,736-76-7205,5,4,0a7f0e
313376,313376,Roger,Esparza,416 Herbert Center Track,West Garyton,MD,+12025550105,2013-11-10,841-85-2427,1,1,2d2f71
313377,313377,Edward,Wilson,43548 Garcia Cape Fort,West Garyton,MD,+12025550187,2009-07-28,115-05-8439,5,5,ff6c71
313378,313378,Michael,Graham,563 Pierce Streets Flat,West Garyton,MD,+12025550137,2009-05-02,678-66-5874,5,12,9648cc
313379,313379,Richard,Gray,35196 Friedman Locks Road,West Garyton,MD,+12025550191,2004-11-03,617-24-9793,10,109,3a1062
313380,313380,Kevin,Price,5643 Elizabeth Trail Lights,West Garyton,MD,+12025550191,2009-08-02,572-47-3897,5,14,68cf4e
313381,313381,Daniel,Novak,199 Austin Forge Roads,West Garyton,MD,+12025550191,2013-11-25,667-45-0159,1,13,5e9a6b
313382,313382,Ian,Jones,526 Valerie Wells Radial,West Garyton,MD,+12025550187,2005-07-13,728-23-5781,9,67,4153c6
313383,313383,Carol,Gonzalez,2667 Singleton Union Grove,West Garyton,MD,+12025550105,2003-09-13,678-92-9519,11,114,958a6d
313384,313384,Kristin,Jones,64251 Christopher Plain Glens,West Garyton,MD,+12025550188,2004-02-20,277-96-1538,11,105,4abd8f
313385,313385,Brandon,Jimenez,325 Jones Rapid Lodge,West Garyton,MD,+12025550191,2003-10-17,855-20-3677,11,98,212018
313386,313386,Evelyn,Taylor,8559 Dylan Lodge Prairie,West Garyton,MD,+12025550137,2002-11-30,429-87-8453,12,53,4dca44
313387,313387,Michelle,Johnson,98870 Brown View Views,West Garyton,MD,+12025550188,2009-06-22,798-32-7187,5,4,eab5f2
313388,313388,Kerry,Reyes,6338 Little Manor Rest,West Garyton,MD,+12025550191,2008-08-15,839-60-0389,6,2,b6f707
313389,313389,Adam,Bailey,991 Bennett Lodge Locks,West Garyton,MD,+12025550105,2009-01-20,221-38-0339,6,14,f99441
313390,313390,Jose,Pitts,6276 Tate Pike Extensions,West Garyton,MD,+12025550191,2007-01-01,854-66-9050,8,10,16a1a2
313391,313391,Taylor,Barry,0967 Fuentes Key Rue,West Garyton,MD,+12025550137,2008-01-01,694-97-6520,7,3,a05f38
313392,313392,Kyle,Sandoval,7927 Jackson Pike Mountain,West Garyton,MD,+12025550105,2006-04-19,878-44-7590,9,91,2de5ce
313393,313393,Danielle,Cochran,55600 Jeremy River Tunnel,West Garyton,MD,+12025550187,2011-01-12,423-07-2017,4,9,00a0f8
313394,313394,Hannah,Schmidt,116 Ashley Crescent Manors,West Garyton,MD,+12025550187,2011-12-17,182-49-1452,3,15,d34871
313395,313395,April,Travis,020 Willie Mill Route,West Garyton,MD,+12025550188,2007-07-13,333-29-0634,7,9,910971
313396,313396,Marcia,Rice,09239 Yvette Point Ridge,West Garyton,MD,+12025550124,2007-07-02,474-38-9853,7,3,325168
313397,313397,Patricia,Jenkins,9553 Joseph Squares Fall,West Garyton,MD,+12025550188,2005-08-09,422-52-7141,9,73,46624b
313398,313398,Tracy,Garner,9145 Jeffrey Underpass Hill,West Garyton,MD,+12025550137,2005-10-16,633-88-0809,9,80,4c76e9
313399,313399,Samantha,Baldwin,0137 Potts Turnpike Pines,West Garyton,MD,+12025550187,2012-10-20,755-58-3593,2,13,6b3ae1
313400,313400,Brittany,Brown,70243 Zachary Fort Stream,West Garyton,MD,+12025550191,2006-02-19,631-03-9361,9,104,304084
313401,313401,Joanna,Beard,576 Davis Rapid Spur,West Garyton,MD,+12025550187,2004-11-25,268-08-8756,10,48,17e556
313402,313402,Rebecca,Hoffman,99253 Mitchell Ways Villages,West Garyton,MD,+12025550137,2008-05-02,724-59-8954,6,0,7838c8
313403,313403,Elizabeth,Ware,207 Charles Square Street,West Garyton,MD,+12025550137,2005-03-02,316-32-9191,10,59,6a38eb
313404,313404,Christopher,Crosby,22677 Amanda Tunnel Stream,West Garyton,MD,+12025550187,2010-10-19,604-42-0599,4,13,9fc388
313405,313405,Zachary,Perkins,152 Williams View Club,West Garyton,MD,+12025550191,2007-01-15,448-81-2467,8,10,4f0c8d
313406,313406,Hayden,Moody,536 Richard Terrace Harbor,West Garyton,MD,+12025550188,2009-04-18,771-62-2514,6,9,5d2063
313407,313407,Jacob,Miller,90453 Nicole Light Lodge,West Garyton,MD,+12025550191,2009-12-31,159-23-1304,5,3,5366ef
313408,313408,Kathryn,Morse,92124 Christopher Land Knoll,West Garyton,MD,+12025550137,2007-12-26,579-73-7313,7,12,5e405d
313409,313409,Amanda,Franklin,774 Tiffany Falls Club,West Garyton,MD,+12025550191,2003-09-03,125-29-2663,11,57,fd797b
313410,313410,Jody,Wheeler,2270 William Roads Curve,West Garyton,MD,+12025550191,2012-03-24,113-51-2389,3,2,ad3bab
313411,313411,Meredith,Johnson,58545 Johnson Row Mall,West Garyton,MD,+12025550191,2007-05-05,243-11-1545,7,4,4fdc3f
313412,313412,Sara,Campos,38407 Craig Isle Hill,West Garyton,MD,+12025550137,2010-12-11,267-64-0688,4,4,cedf68
313413,313413,James,Hood,75862 Jeffery Skyway Dam,West Garyton,MD,+12025550188,2005-04-23,078-24-9330,10,92,c8018d
313414,313414,Brett,Hobbs,2621 Anthony Tunnel Bypass,West Garyton,MD,+12025550187,2011-09-30,465-30-7610,3,9,612cab
313415,313415,James,Bradley,63398 Jessica Courts Rue,West Garyton,MD,+12025550187,2005-11-30,182-03-1817,9,109,5dc95b
313416,313416,Ashley,Carey,5862 Eric Locks Square,West Garyton,MD,+12025550191,2010-01-18,672-49-7265,5,3,77c2cb
313417,313417,Robert,Madden,08349 Stacey Fields Pine,West Garyton,MD,+12025550188,2006-10-13,336-19-5572,8,10,d5f92e
313418,313418,Jo,Smith,6865 Jones Pass Mall,West Garyton,MD,+12025550191,2012-08-01,581-57-7428,2,3,450bdf
313419,313419,Victor,Rosario,11134 Pitts Centers Rue,West Garyton,MD,+12025550188,2006-04-19,121-65-0780,9,70,3629cb
313420,313420,David,Erickson,209 Davis Landing Harbor,West Garyton,MD,+12025550124,2004-07-10,208-03-0846,10,87,462bf3
313421,313421,Todd,Webb,16470 Brian Run Springs,West Garyton,MD,+12025550187,2007-04-04,725-52-0471,8,5,4f8b42
313422,313422,Patricia,Reeves,2913 Gonzalez Views Centers,West Garyton,MD,+12025550191,2007-05-30,622-46-8940,7,0,024845
313423,313423,Joshua,Mathis,370 Thompson Station Via,West Garyton,MD,+12025550188,2012-11-15,120-71-1355,2,7,529920
313424,313424,Jennifer,Randall,36139 Wilkinson Junctions Drive,West Garyton,MD,+12025550105,2013-11-13,592-04-4347,1,5,0ef010
313425,313425,Nicole,Carter,280 Anthony Trafficway Extensions,West Garyton,MD,+12025550187,2004-04-15,553-55-3763,11,106,737340
313426,313426,Jack,Rios,70607 Steven Lights Shoal,West Garyton,MD,+12025550187,2003-04-07,022-88-7994,12,71,229a2e
313427,313427,Carl,Mills,9909 Krista Walk Stravenue,West Garyton,MD,+12025550137,2004-09-09,149-95-7386,10,50,60e5b7
313428,313428,Kimberly,Hudson,24914 Cynthia Fork Canyon,West Garyton,MD,+12025550124,2005-05-09,362-18-3738,9,88,ad9793
313429,313429,Richard,Harrison,326 Gerald Plains Alley,West Garyton,MD,+12025550188,2005-05-18,477-03-0661,9,61,ee5fa6
313430,313430,Austin,Brown,02070 James Station River,West Garyton,MD,+12025550191,2005-10-01,609-21-9650,9,105,97590c
313431,313431,Patricia,Torres,6666 Cortez Avenue Loop,West Garyton,MD,+12025550124,2012-05-14,849-89-8528,2,4,be587c
313432,313432,Michael,Mccormick,771 Johnson Mews Hollow,West Garyton,MD,+12025550105,2007-04-04,272-55-8303,8,4,0c5928
313433,313433,Christina,Davis,723 Davis Harbor Loop,West Garyton,MD,+12025550191,2007-04-06,049-44-5564,8,9,caef9a
313434,313434,Ebony,Webb,885 Jessica Place Brook,West Garyton,MD,+12025550105,2006-11-15,678-09-7148,8,7,0d6e56
313435,313435,Christopher,Benson,0938 Martinez Lights Green,West Garyton,MD,+12025550191,2013-12-13,848-55-2701,1,2,46b2d1
313436,313436,Lindsey,Kelley,60398 Michelle Spurs Pine,West Garyton,MD,+12025550188,2013-01-11,822-20-8997,2,15,266335
313437,313437,Allison,Martinez,05207 Shannon Corners Isle,West Garyton,MD,+12025550124,2007-01-24,478-55-0428,8,1,4c12b3
313438,313438,Paul,Mitchell,00018 Gonzalez Street Route,West Garyton,MD,+12025550188,2008-07-01,592-03-0514,6,12,d0aada
313439,313439,Christopher,Kramer,158 Jennifer Branch Circles,West Garyton,MD,+12025550124,2010-10-07,401-51-9636,4,14,1f4e8b
313440,313440,Lisa,Mckenzie,9364 Christian Harbors Harbors,West Garyton,MD,+12025550124,2007-11-02,625-99-4481,7,12,1bffbe
313441,313441,Amanda,Parker,3014 Barbara Springs Courts,West Garyton,MD,+12025550137,2004-10-19,055-79-0089,10,95,28a3b0
313442,313442,Kurt,Taylor,270 Wise Camp Mountain,West Garyton,MD,+12025550124,2013-07-31,117-08-2936,1,10,f8c85c
313443,313443,Jose,Hall,745 Sharon Meadows Run,West Garyton,MD,+12025550187,2007-05-31,678-65-0988,7,15,bc23d4
313444,313444,Tonya,Green,37648 Wendy Parkway Drive,West Garyton,MD,+12025550137,2003-12-10,479-02-3405,11,73,f46df1
313445,313445,Daniel,Ortega,240 Brett Courts Mall,West Garyton,MD,+12025550137,2009-10-21,048-78-0874,5,7,d6cb50
313446,313446,Annette,Green,094 Barbara Hills Passage,West Garyton,MD,+12025550187,2009-11-18,897-10-9689,5,5,133eae
313447,313447,Tara,Anderson,76341 Pitts Walks Brook,West Garyton,MD,+12025550137,2009-04-30,866-95-8089,6,4,d10e7a
313448,313448,Chelsea,Jackson,780 Simon Cliffs Flat,West Garyton,MD,+12025550124,2004-05-22,153-15-8597,10,49,073825
313449,313449,Lisa,Ramirez,51099 Gabrielle Underpass Locks,West Garyton,MD,+12025550191,2006-01-23,859-89-0797,9,99,a0f02d
313450,313450,Holly,Hernandez,411 Taylor Manors Stravenue,West Garyton,MD,+12025550191,2005-11-17,596-90-2905,9,101,535ae1
313451,313451,Donna,Torres,59436 Larry Key Road,West Garyton,MD,+12025550124,2013-08-02,121-59-8365,1,1,739386
313452,313452,Cassidy,Barton,95254 Melissa Club Spring,West Garyton,MD,+12025550137,2004-01-29,355-25-2048,11,58,f53ec4
313453,313453,Sarah,Mitchell,123 Kirk Prairie Burgs,West Garyton,MD,+12025550105,2007-04-19,653-84-2985,8,5,523067
313454,313454,Linda,Clark,3887 Amanda Forks Dam,West Garyton,MD,+12025550191,2010-12-17,252-38-0131,4,13,0a7b09
313455,313455,Jesse,Thompson,392 Nicole Greens Fields,West Garyton,MD,+12025550105,2008-11-30,233-67-2667,6,4,bcd7a9
313456,313456,Rachel,Salazar,45916 Cynthia Canyon Union,West Garyton,MD,+12025550105,2011-11-19,535-40-2454,3,11,1070fa
313457,313457,Richard,Mullen,04816 Singh Mountain Drive,West Garyton,MD,+12025550124,2008-06-10,763-34-7329,6,4,7a99d7
313458,313458,Teresa,Ross,6772 Anna Passage Lock,West Garyton,MD,+12025550124,2003-10-26,015-46-3438,11,112,07c68d
313459,313459,Ann,Morrison,352 Guerra Loop Court,West Garyton,MD,+12025550137,2008-12-12,534-59-2146,6,0,9c92bb
313460,313460,Tracy,Davis,155 Kathryn Viaduct Brooks,West Garyton,MD,+12025550124,2007-10-22,329-50-6698,7,14,328a3b
313461,313461,Cindy,Gould,1049 Andrea Underpass Freeway,West Garyton,MD,+12025550105,2011-05-05,048-06-7764,3,8,1dd021
313462,313462,Hannah,Williams,809 Lawson Corners Harbors,West Garyton,MD,+12025550188,2009-05-22,583-68-1222,5,2,84b9c3
313463,313463,John,Short,11768 Jennifer Route Harbors,West Garyton,MD,+12025550124,2005-06-18,717-24-9872,9,50,5b266e
313464,313464,David,Simmons,8012 Yvonne Centers Drive,West Garyton,MD,+12025550191,2006-09-13,622-34-4522,8,13,59fc21
313465,313465,Zachary,Robles,04380 Rivera Passage Rapids,West Garyton,MD,+12025550124,2004-07-18,503-27-1766,10,108,371b4c
313466,313466,Daniel,Foster,2986 Brianna Island Shore,West Garyton,MD,+12025550124,2006-10-14,394-43-5961,8,8,46fcca
313467,313467,Amy,Crosby,280 Hernandez Extension Cape,West Garyton,MD,+12025550105,2009-10-15,441-45-2748,5,3,b14b48
313468,313468,Brittany,Williams,71241 Gonzalez Avenue Plains,West Garyton,MD,+12025550137,2008-09-12,117-65-5031,6,13,6c6d8d
313469,313469,Justin,Powell,36749 Hester Canyon Shores,West Garyton,MD,+12025550137,2008-11-11,010-69-8117,6,10,047358
313470,313470,Katie,Holden,32263 Erin Track Green,West Garyton,MD,+12025550191,2011-08-24,716-16-1370,3,14,3d3d13
313471,313471,Christopher,Anderson,2282 Zhang Glen Court,West Garyton,MD,+12025550191,2006-07-08,179-78-4146,8,2,d23bf1
313472,313472,Michael,Smith,29813 Ray Walks Flats,West Garyton,MD,+12025550105,2010-11-11,891-34-7368,4,4,eea149
313473,313473,Valerie,Duran,87481 Ryan Junctions Path,West Garyton,MD,+12025550105,2007-10-21,036-92-3891,7,9,21e976
313474,313474,Gina,Phillips,38354 Jordan View Heights,West Garyton,MD,+12025550137,2004-05-03,168-51-4715,10,75,0cbc51
313475,313475,Angela,Trevino,45820 James Street Estates,West Garyton,MD,+12025550137,2010-05-29,557-38-5592,4,11,336ae6
313476,313476,Ashley,Taylor,792 Aguilar Mountain Stravenue,West Garyton,MD,+12025550187,2002-06-20,702-92-7129,12,60,e62025
313477,313477,James,Watson,469 Stewart Rest Fall,West Garyton,MD,+12025550187,2012-06-13,768-78-4951,2,3,56e930
313478,313478,Jerry,Garcia,591 Christina Rapids Extensions,West Garyton,MD,+12025550188,2012-06-20,206-81-2556,2,1,dacca9
313479,313479,Matthew,Gonzales,6321 Karen Haven Ports,West Garyton,MD,+12025550124,2008-06-01,606-13-3279,6,6,67f539
313480,313480,Elizabeth,Sellers,1074 Doyle Forks Stravenue,West Garyton,MD,+12025550124,2003-01-01,645-54-7864,12,84,1fc1e5
313481,313481,Kristina,Brown,627 Mullen Track Green,West Garyton,MD,+12025550188,2003-05-02,736-29-8974,11,104,8ec022
313482,313482,Janice,Anderson,70458 Harris Coves Burgs,West Garyton,MD,+12025550187,2005-05-08,267-29-9381,9,113,5a9d5b
313483,313483,Heidi,Silva,57523 James Harbors Expressway,West Garyton,MD,+12025550188,2011-05-26,560-50-2109,3,13,d8c017
313484,313484,Jessica,Watson,3957 Gary Junction Green,West Garyton,MD,+12025550137,2004-10-19,775-74-8464,10,52,f36d9c
313485,313485,Grace,Meza,9666 Jordan Canyon Estate,West Garyton,MD,+12025550137,2006-11-30,203-51-8715,8,13,a74a24
313486,313486,Linda,Gomez,9871 Decker Bridge Ferry,West Garyton,MD,+12025550187,2013-11-19,576-58-9986,1,6,cfeb7e
313487,313487,Matthew,Ramirez,28761 Keith Camp Key,West Garyton,MD,+12025550105,2010-04-22,170-55-1861,5,14,6fd618
313488,313488,Danielle,Flores,401 Amanda Parkway Mills,West Garyton,MD,+12025550188,2011-06-30,315-74-3813,3,11,f3ed69
313489,313489,Matthew,Mcguire,04669 Morgan Key Rapid,West Garyton,MD,+12025550137,2006-08-23,500-94-0128,8,6,6f60c7
313490,313490,Carlos,Garcia,745 Miller Plaza Square,West Garyton,MD,+12025550105,2008-08-24,725-85-0459,6,4,16a8ce
313491,313491,Manuel,Weeks,476 Amy Valley Light,West Garyton,MD,+12025550124,2009-05-12,420-39-7477,5,7,3773bd
313492,313492,Regina,Cooper,7996 Pamela Vista Terrace,West Garyton,MD,+12025550188,2003-12-31,156-16-7816,11,105,6b6390
313493,313493,Kristina,Robinson,07485 Brenda Ford Village,West Garyton,MD,+12025550191,2013-10-30,724-16-1457,1,9,4bf36a
313494,313494,Ann,Ramirez,75705 Wilkinson Pines Neck,West Garyton,MD,+12025550187,2011-11-10,788-79-0890,3,8,76552c
313495,313495,Robert,Thompson,103 Nicole Terrace Center,West Garyton,MD,+12025550105,2008-05-13,225-27-4608,6,9,4df134
313496,313496,Jennifer,Dunn,42030 Jones Inlet Radial,West Garyton,MD,+12025550124,2007-07-15,533-21-0144,7,14,097940
313497,313497,Jason,Guzman,3046 George Common Knolls,West Garyton,MD,+12025550137,2014-01-26,894-74-5685,1,9,345c8f
313498,313498,Danielle,Alvarez,6172 Gonzalez Locks Stream,West Garyton,MD,+12025550124,2005-07-03,027-03-3206,9,64,47ff04
313499,313499,Kristen,Benson,98123 Bill Oval Streets,West Garyton,MD,+12025550187,2009-12-28,431-71-1825,5,7,148390
313500,313500,Kristen,Serrano,77316 Matthew Row Course,West Garyton,MD,+12025550124,2006-03-24,338-94-0796,9,102,9c4c34
313501,313501,Makayla,Lyons,2226 Matthews Square Wells,West Garyton,MD,+12025550187,2013-05-02,677-49-1416,1,14,006c4f
313502,313502,Nicole,Ponce,1766 Sheri Valley Rest,West Garyton,MD,+12025550187,2005-07-05,677-43-2090,9,115,c4d49a
313503,313503,John,Miller,425 Perkins Lodge Dam,West Garyton,MD,+12025550137,2003-01-06,525-23-4524,12,96,ffe16f
313504,313504,Isaiah,Ramos,875 Frazier Junctions Locks,West Garyton,MD,+12025550187,2011-09-17,318-25-8024,3,11,ea8148
